qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
SemSearch_LS-19,kenya's captain in cricket,0.3397,SemSearch_LS-19,The Kenyan captain is in cricket,0.4658,SemSearch_LS-19,The Kenyan cricketer,0.1442,SemSearch_LS-19,Captain Kenya in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya captain in cricket,0.3397,SemSearch_LS-19,Kenya s leader in cricket,0.0503
SemSearch_LS-20,kublai khan siblings,0.1201,SemSearch_LS-20,The Kublai Khan brothers,0.2224,SemSearch_LS-20,Brother Kublai Khan,0.2224,SemSearch_LS-20,The brothers of Kublai Khan,0.2224,SemSearch_LS-20,The Kabbalah Khan brothers,0.002,SemSearch_LS-20,brothers and sisters of Kublai Khan,0.1535,SemSearch_LS-20,The Kublai Khan sisters,0.1066,SemSearch_LS-20,The Kublai han brothers,0.1984,SemSearch_LS-20,The Kublai Khan brothers,0.2224,SemSearch_LS-20,The brothers Kublai Khan,0.2224,SemSearch_LS-20,The brother of Kublai Khan,0.2224
SemSearch_LS-21,lilly allen parents,1.0,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,by Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5,SemSearch_LS-21,Lily Allen s parents,0.5
SemSearch_LS-22,major leagues in the united states,0.1684,SemSearch_LS-22,The American League,0.0211,SemSearch_LS-22,The US Major League,0.0594,SemSearch_LS-22,Major patrol in the United States,0.0,SemSearch_LS-22,The United States major leagues,0.1684,SemSearch_LS-22,Major League in the United States,0.1684,SemSearch_LS-22,Major League in the United States,0.1684,SemSearch_LS-22,Major leagues in the United States,0.1684,SemSearch_LS-22,major leagues in the United States,0.1684,SemSearch_LS-22,The major leagues in the United States,0.1684,SemSearch_LS-22,major leagues in the United States,0.1684
SemSearch_LS-24,matt berry tv series,0.4742,SemSearch_LS-24,Matt Berry is a television series,0.6346,SemSearch_LS-24,The Matty Berry TV series,0.0263,SemSearch_LS-24,A television series,0.0,SemSearch_LS-24,The Matt Barry TV series,0.0011,SemSearch_LS-24,television series Matt Berry,0.6346,SemSearch_LS-24,Matt Berry TV series,0.4742,SemSearch_LS-24,Matt Berry is a series,0.6522,SemSearch_LS-24,Matt Berry television series,0.6346,SemSearch_LS-24,Matt Perry television series,0.0017,SemSearch_LS-24,Matt Berry television series,0.6346
SemSearch_LS-25,members of u2?,0.4321,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,Members of the U,0.0,SemSearch_LS-25,Members of the U s,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,Member of the U,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,U  members,0.0
SemSearch_LS-26,movies starring erykah badu,0.2914,SemSearch_LS-26,Starring  Erika Badu,0.4377,SemSearch_LS-26,The film stars Erica Buddu,0.0006,SemSearch_LS-26,The films starring Erica Badu,0.4866,SemSearch_LS-26,Actor  Eric Badu,0.1609,SemSearch_LS-26,films with Erika Badu,0.4192,SemSearch_LS-26,Movies with Erikha Badu,0.1058,SemSearch_LS-26,The movie with Eric Badu,0.2965,SemSearch_LS-26,A film starring erykah badu,0.4679,SemSearch_LS-26,The films starring Erika Pudu,0.0003,SemSearch_LS-26,films by erykah badu,0.2946
SemSearch_LS-29,nations where Portuguese is an official language,0.2386,SemSearch_LS-29,Portuguese is the official language,0.5598,SemSearch_LS-29,A country where Portuguese is the official language,0.2523,SemSearch_LS-29,Countries where Portuguese is the official language,0.2523,SemSearch_LS-29,Countries whose official language is Portuguese,0.1705,SemSearch_LS-29,country where Portuguese is the official language,0.2523,SemSearch_LS-29,Countries where Portuguese is the official language,0.2523,SemSearch_LS-29,countries where Portuguese is the official language,0.2523,SemSearch_LS-29,countries where Portuguese is the official language,0.2523,SemSearch_LS-29,Countries where Portuguese is the official language,0.2523,SemSearch_LS-29,countries where Portuguese is the official language,0.2523
SemSearch_LS-30,orders (or 'choirs') of angels,0.0092,SemSearch_LS-30,The Angel Choir,0.052,SemSearch_LS-30,The order of the angels,0.0002,SemSearch_LS-30,The angels  or  corats,0.0,SemSearch_LS-30,The order of angels  or  country,0.0,SemSearch_LS-30,Order  or  chorses   of angels,0.0002,SemSearch_LS-30,Order  or  corps   of the Angels,0.0,SemSearch_LS-30,Order of angels  or  chors,0.0,SemSearch_LS-30,Order  or  choral   of angels,0.0047,SemSearch_LS-30,The Angels Orders  or  Coors,0.0,SemSearch_LS-30,The instructions of the angels  or  chora,0.0
SemSearch_LS-31,permanent members of the UN Security Council,0.5395,SemSearch_LS-31,The permanent chairman of the UN Security Council,0.3532,SemSearch_LS-31,Permanent member of the UN Security Council,0.5395,SemSearch_LS-31,Permanent members of the UN Security Council,0.5395,SemSearch_LS-31,Permanent members of the UN Security Council,0.5395,SemSearch_LS-31,Permanent members of the United Nations Security Council,0.4145,SemSearch_LS-31,Permanent members of the UN Security Council,0.5395,SemSearch_LS-31,Permanent members of the UN Security Council,0.5395,SemSearch_LS-31,Permanent member of the UN Security Council,0.5395,SemSearch_LS-31,The United Nations Security Council is a permanent member of the United Nations Security Council,0.4095,SemSearch_LS-31,permanent members of the UN Security Council,0.5395
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.2448,SemSearch_LS-32,The president pictured on Mount Rushmore,0.0365,SemSearch_LS-32,It depicts the presidents who died in a gunfight on Mount Smor,0.0069,SemSearch_LS-32,The two presidents who were photographed on Mount Rushmore who died from gunfire,0.0049,SemSearch_LS-32,Presidents who were shot on Mount Rushmore,0.0197,SemSearch_LS-32,Presidents on Mount Rushmore who died of gunfire,0.0375,SemSearch_LS-32,Presidents on Mount Rushmore  killed by gunfire,0.0575,SemSearch_LS-32,Presidents on Mount Rushmore who died in the shooting,0.0307,SemSearch_LS-32,The president pictured on Mount Rushmore who died of gunshot wounds,0.0042,SemSearch_LS-32,The presidents who died in the shooting are depicted on Mount Rushmore,0.2448,SemSearch_LS-32,Presidents shown on Mount Rushmore who died from gunshot wounds,0.003
SemSearch_LS-33,provinces and territories of Canada,0.3512,SemSearch_LS-33,Canadian provinces and territories,0.286,SemSearch_LS-33,Provinces and Territories of Canada,0.3512,SemSearch_LS-33,Canadian provinces and territories,0.286,SemSearch_LS-33,Provinces and territories of Canada,0.3512,SemSearch_LS-33,provinces and territories of Canada,0.3512,SemSearch_LS-33,Provinces and territories of Canada,0.3512,SemSearch_LS-33,Provinces and territories of Canada,0.3512,SemSearch_LS-33,Territories and territories of Canada,0.2839,SemSearch_LS-33,Provinces and territories of Canada,0.3512,SemSearch_LS-33,Provinces and territories of Canada,0.3512
SemSearch_LS-34,ratt albums,0.6291,SemSearch_LS-34,The film,0.0,SemSearch_LS-34,The late album,0.0,SemSearch_LS-34,The rad albums,0.0,SemSearch_LS-34,The records of the Rat,0.0001,SemSearch_LS-34,rat albums,0.0001,SemSearch_LS-34,Other  of a kind used for the manufacture of goods,0.0,SemSearch_LS-34,The Ratt Albums,0.6291,SemSearch_LS-34,rat album,0.0001,SemSearch_LS-34,Red albums,0.0,SemSearch_LS-34,albums of rats,0.0001
SemSearch_LS-35,republics of the former Yugoslavia,0.2036,SemSearch_LS-35,Former Republic of Yugoslavia,0.2036,SemSearch_LS-35,The former Yugoslav Republic,0.1768,SemSearch_LS-35,The former Yugoslavia,0.0933,SemSearch_LS-35,Former Yugoslav republics,0.1768,SemSearch_LS-35,Republics of the former Yugoslavia,0.2036,SemSearch_LS-35,Republics of the former Yugoslavia,0.2036,SemSearch_LS-35,of the former Yugoslavia,0.0933,SemSearch_LS-35,former republic of Yugoslavia,0.2036,SemSearch_LS-35,The Republics of the Former Yugoslavia,0.2036,SemSearch_LS-35,The former Yugoslavia,0.0933
SemSearch_LS-36,revolutionaries of 1959 in Cuba,0.3043,SemSearch_LS-36,The Cuban revolution of,0.1693,SemSearch_LS-36,The Cuban Revolution of,0.1693,SemSearch_LS-36,The revolutionaries of      in Cuba,0.1863,SemSearch_LS-36,The      revolution in Cuba,0.205,SemSearch_LS-36,revolutionaries in Cuba in,0.1863,SemSearch_LS-36,Revolutionaries in Cuba in,0.1863,SemSearch_LS-36,revolutionaries of      in Cuba,0.1863,SemSearch_LS-36,     revolutionary in Cuba,0.1863,SemSearch_LS-36,     Revolutionaries in Cuba,0.1863,SemSearch_LS-36,Rebels of      in Cuba,0.0324
SemSearch_LS-37,standard axioms of set theory,0.2688,SemSearch_LS-37,The standard theorem of set theory,0.0063,SemSearch_LS-37,Standard self hypnosis of set theory,0.0022,SemSearch_LS-37,Standard axioms of addition theory,0.1153,SemSearch_LS-37,Standard axes of set theory,0.007,SemSearch_LS-37,Standard axioms of set theory,0.2688,SemSearch_LS-37,Standard axioms of set theory,0.2688,SemSearch_LS-37,Standard axioms of set theory,0.2688,SemSearch_LS-37,standard axioms of set theory,0.2688,SemSearch_LS-37,The fixed oxymes of the set theory,0.0003,SemSearch_LS-37,standard axioms of set theory,0.2688
SemSearch_LS-38,states that border oklahoma,0.0084,SemSearch_LS-38,The border of Oklahoma,0.0065,SemSearch_LS-38,The border of Oklahoma,0.0065,SemSearch_LS-38,The states that border Oklahoma,0.0084,SemSearch_LS-38,The border states of Oklahoma,0.0084,SemSearch_LS-38,States that are part of Oklahoma,0.0,SemSearch_LS-38,States bordering Oklahoma,0.0084,SemSearch_LS-38,in the state of Oklahoma,0.0058,SemSearch_LS-38,states that the border of Oklahoma,0.0084,SemSearch_LS-38,Oklahoma says the border,0.0024,SemSearch_LS-38,It states that as far as Oklahoma,0.0006
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,0.417,SemSearch_LS-39,The ten ancient Greek city kingdoms of Cyprus,0.417,SemSearch_LS-39,The Ten Kingdoms of Ancient Greece,0.021,SemSearch_LS-39,Ten cities   Ancient Greek kingdoms of Cyprus,0.417,SemSearch_LS-39,The Ten Cities of Ancient Greece  Cyprus,0.258,SemSearch_LS-39,the former ten kingdoms of Cyprus,0.2418,SemSearch_LS-39,Ten ancient Greek city kingdoms of Cyprus,0.417,SemSearch_LS-39,The Ten Ancient Greek Cities Kingdoms of Cyprus,0.417,SemSearch_LS-39,Ten ancient Greek city states in Cyprus,0.4231,SemSearch_LS-39,The Ten Ancient Greek City Kings,0.0769,SemSearch_LS-39,the ten ancient Greek kingdoms of Cyprus,0.3529
SemSearch_LS-40,the first 13 american states,0.0,SemSearch_LS-40,The   th state in the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    U S  states,0.0,SemSearch_LS-40,The first    U S  states,0.0,SemSearch_LS-40,The first    US states,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The top    U S  states,0.0,SemSearch_LS-40,The first    U S  states,0.0
SemSearch_LS-41,the four of the companions of the prophet,0.3069,SemSearch_LS-41,The four prophets,0.0483,SemSearch_LS-41,Four of the companions of the Messenger,0.021,SemSearch_LS-41,and the four companions of the Prophet,0.3069,SemSearch_LS-41,Four of the Companions of the Prophet,0.3069,SemSearch_LS-41,The four companions of the Prophet,0.3069,SemSearch_LS-41,The four companions of the Prophet,0.3069,SemSearch_LS-41,of the four companions of the Prophet,0.3069,SemSearch_LS-41,The four companions of the Prophet,0.3069,SemSearch_LS-41,And four of them were,0.0,SemSearch_LS-41,And the four messengers,0.0008
SemSearch_LS-42,twelve tribes or sons of Israel,0.327,SemSearch_LS-42,The    tribes of Israel,0.637,SemSearch_LS-42,The Twelve Tribes of Israel  or Sons,0.327,SemSearch_LS-42,Twelve tribes or the Israelites,0.4193,SemSearch_LS-42,The twelve tribes  or sons of Israel,0.327,SemSearch_LS-42,The twelve tribes of Israel,0.4247,SemSearch_LS-42,Twelve Tribes  or the Children of Israel,0.3151,SemSearch_LS-42,The Twelve Tribes of Israel,0.4247,SemSearch_LS-42,The twelve tribes or the children of Israel,0.3151,SemSearch_LS-42,The twelve tribes of Israel  or sons  were to be called  the sons of the nations,0.2185,SemSearch_LS-42,the twelve tribes or sons of Israel,0.327
SemSearch_LS-43,what books did paul of tarsus write?,0.0,SemSearch_LS-43,What is the book written by Barrow Darles,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul Tarso write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What book did Paul of Tarsus write,0.0,SemSearch_LS-43,What writings did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0
SemSearch_LS-44,what languages do they speak in afghanistan,0.0799,SemSearch_LS-44,What languages do Afghans speak,0.0675,SemSearch_LS-44,What language do they speak in Afghanistan,0.0799,SemSearch_LS-44,What languages do they speak in Afghanistan,0.0799,SemSearch_LS-44,What languages are spoken in Afghanistan,0.135,SemSearch_LS-44,what languages do they speak in Afghanistan,0.0799,SemSearch_LS-44,What languages do they speak in Afghanistan,0.0799,SemSearch_LS-44,What language is spoken in Afghanistan,0.135,SemSearch_LS-44,What language do they speak in Afghanistan,0.0799,SemSearch_LS-44,What languages do they speak in Afghanistan,0.0799,SemSearch_LS-44,What languages do they speak in Afghanistan,0.0799
SemSearch_LS-46,where the British monarch is also head of state,0.068,SemSearch_LS-46,The monarch of England is also the head of state,0.227,SemSearch_LS-46,The British monarch is also a nationalist,0.003,SemSearch_LS-46,Where the British King is also head of state,0.0012,SemSearch_LS-46,The King of England is also the head of government,0.0058,SemSearch_LS-46,where the British monarch is also head of state,0.068,SemSearch_LS-46,where the British monarch is also head of state,0.068,SemSearch_LS-46,where the British monarch is also head of state,0.068,SemSearch_LS-46,where the British monarch is also head of state,0.068,SemSearch_LS-46,The King of England is also the head of state,0.0018,SemSearch_LS-46,where the king of England is also head of government,0.0023
SemSearch_LS-49,who invented the python programming language,0.0775,SemSearch_LS-49,Python is a programming language,0.383,SemSearch_LS-49,The man who invented the Python programming language,0.0566,SemSearch_LS-49,Who invented the Python programming language,0.0775,SemSearch_LS-49,Who invented the Python programming language,0.0775,SemSearch_LS-49,who invented the Python programming language,0.0775,SemSearch_LS-49,Who invented the Python programming language,0.0775,SemSearch_LS-49,Who invented the Python programming language,0.0775,SemSearch_LS-49,who created the Python programming language,0.0549,SemSearch_LS-49,The pioneer of the Python programming language,0.1335,SemSearch_LS-49,who invented the Python programming language,0.0775
SemSearch_LS-50,wonders of the ancient world,0.6564,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,A miracle of the ancient world,0.0,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,the wonders of the ancient world,0.6564,SemSearch_LS-50,The Wonders of the Ancient World,0.6564,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,The wonders of the ancient world,0.6564,SemSearch_LS-50,wonders of the ancient world,0.6564
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.0234,TREC_Entity-1,The transportation company that makes phones,0.0044,TREC_Entity-1,BlackBerry is a telecommunications company that makes cell phones,0.0278,TREC_Entity-1,The carrier engines that BlackBerry makes phones for,0.0165,TREC_Entity-1,Barry built a cell phone lock,0.0001,TREC_Entity-1,Operators that Blackberry makes phones for,0.0109,TREC_Entity-1,The carrier that Blackberry makes phones for,0.0234,TREC_Entity-1,The carriers Blackberry makes phones for,0.0234,TREC_Entity-1,The operator that Blackberry made the phone for,0.0092,TREC_Entity-1,Carriers that make Blackberry phones,0.0234,TREC_Entity-1,The operators for whom Blackberry makes phones,0.0108
TREC_Entity-2,Winners of the ACM Athena award.,0.225,TREC_Entity-2,The winner of the ACM Athena Award,0.225,TREC_Entity-2,The ACM Athena Award winner,0.225,TREC_Entity-2,Winners of the Ecumenical Athena Prize,0.0167,TREC_Entity-2,The winners of the Athenian Prize of the ACM,0.0,TREC_Entity-2,The winners of the ACM Athena Award,0.225,TREC_Entity-2,Winner of the ACM Athena Award,0.225,TREC_Entity-2,The winners of the ACM Athena Awards,0.225,TREC_Entity-2,The winner of the ACM Athena Award,0.225,TREC_Entity-2,The ACM Athena Award winners,0.225,TREC_Entity-2,The winners of the ACM Athena Prize,0.1148
TREC_Entity-4,Professional sports teams in Philadelphia.,0.3287,TREC_Entity-4,The professional sports team in Philadelphia,0.3287,TREC_Entity-4,Professional sports team in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports team in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287,TREC_Entity-4,Professional sports teams in Philadelphia,0.3287
TREC_Entity-5,"Products of Medimmune, Inc.",0.3191,TREC_Entity-5,The products of Medimnu,0.0,TREC_Entity-5,Products from Medimon  Inc,0.0,TREC_Entity-5,The products of Medimmune  Inc,0.3191,TREC_Entity-5,The products of Medimmune  Inc,0.3191,TREC_Entity-5,Products of Medimmune  Inc,0.3191,TREC_Entity-5,Products of Medimmune  Inc,0.3191,TREC_Entity-5,The products of Medimmune  Inc,0.3191,TREC_Entity-5,The products of Medimmune  Inc,0.3191,TREC_Entity-5,The products of Medimmune  Inc,0.3191,TREC_Entity-5,Products of Medimmune  Inc,0.3191
TREC_Entity-6,Organizations that award Nobel prizes.,0.1385,TREC_Entity-6,The organization that awards the awards,0.0001,TREC_Entity-6,The Nobel Prize winning organizations,0.0733,TREC_Entity-6,The organizations that award the Nobel Prize,0.1385,TREC_Entity-6,The organizations that award the Nobel Prize,0.1385,TREC_Entity-6,The organizations that awarded Nobel Prizes,0.1385,TREC_Entity-6,The organizations that award Nobel Prizes,0.1385,TREC_Entity-6,The organizations that award the Nobel Prizes,0.1385,TREC_Entity-6,The organization that awards the Nobel Prize,0.1385,TREC_Entity-6,The Nobel Prize winning organizations,0.0733,TREC_Entity-6,The Nobel Prize winning organizations,0.0733
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.0658,TREC_Entity-7,The airline that currently operates the Boeing    s,0.0818,TREC_Entity-7,The airline that currently operates Boeing     aircraft,0.0599,TREC_Entity-7,Airlines currently using Boeing    s,0.0517,TREC_Entity-7,Airlines that already use Boeing    s,0.0383,TREC_Entity-7,Airlines currently using Boeing     aircraft,0.0325,TREC_Entity-7,Airlines currently operating Boeing,0.0595,TREC_Entity-7,Airlines that currently use Boeing    s,0.0517,TREC_Entity-7,Airlines currently operating Boeing,0.0595,TREC_Entity-7,Airlines currently operating Boeing     aircraft,0.0599,TREC_Entity-7,Airlines that currently operate Boeing     aircraft,0.0599
