qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
SemSearch_LS-37,standard axioms of set theory,0.5,SemSearch_LS-37,The standard theorem of set theory,0.0909,SemSearch_LS-37,Standard self hypnosis of set theory,0.0625,SemSearch_LS-37,Standard axioms of addition theory,1.0,SemSearch_LS-37,Standard axes of set theory,0.1429,SemSearch_LS-37,Standard axioms of set theory,0.5,SemSearch_LS-37,Standard axioms of set theory,0.5,SemSearch_LS-37,Standard axioms of set theory,0.5,SemSearch_LS-37,standard axioms of set theory,0.5,SemSearch_LS-37,The fixed oxymes of the set theory,0.0169,SemSearch_LS-37,standard axioms of set theory,0.5
SemSearch_LS-38,states that border oklahoma,0.037,SemSearch_LS-38,The border of Oklahoma,0.0137,SemSearch_LS-38,The border of Oklahoma,0.0137,SemSearch_LS-38,The states that border Oklahoma,0.037,SemSearch_LS-38,The border states of Oklahoma,0.037,SemSearch_LS-38,States that are part of Oklahoma,0.007,SemSearch_LS-38,States bordering Oklahoma,0.037,SemSearch_LS-38,in the state of Oklahoma,0.0357,SemSearch_LS-38,states that the border of Oklahoma,0.037,SemSearch_LS-38,Oklahoma says the border,0.0072,SemSearch_LS-38,It states that as far as Oklahoma,0.0154
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,1.0,SemSearch_LS-39,The ten ancient Greek city kingdoms of Cyprus,1.0,SemSearch_LS-39,The Ten Kingdoms of Ancient Greece,1.0,SemSearch_LS-39,Ten cities   Ancient Greek kingdoms of Cyprus,1.0,SemSearch_LS-39,The Ten Cities of Ancient Greece  Cyprus,1.0,SemSearch_LS-39,the former ten kingdoms of Cyprus,1.0,SemSearch_LS-39,Ten ancient Greek city kingdoms of Cyprus,1.0,SemSearch_LS-39,The Ten Ancient Greek Cities Kingdoms of Cyprus,1.0,SemSearch_LS-39,Ten ancient Greek city states in Cyprus,1.0,SemSearch_LS-39,The Ten Ancient Greek City Kings,0.5,SemSearch_LS-39,the ten ancient Greek kingdoms of Cyprus,1.0
SemSearch_LS-40,the first 13 american states,0.0,SemSearch_LS-40,The   th state in the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    U S  states,0.0,SemSearch_LS-40,The first    U S  states,0.0,SemSearch_LS-40,The first    US states,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The first    states of the United States,0.0,SemSearch_LS-40,The top    U S  states,0.0,SemSearch_LS-40,The first    U S  states,0.0
SemSearch_LS-41,the four of the companions of the prophet,1.0,SemSearch_LS-41,The four prophets,1.0,SemSearch_LS-41,Four of the companions of the Messenger,0.2,SemSearch_LS-41,and the four companions of the Prophet,1.0,SemSearch_LS-41,Four of the Companions of the Prophet,1.0,SemSearch_LS-41,The four companions of the Prophet,1.0,SemSearch_LS-41,The four companions of the Prophet,1.0,SemSearch_LS-41,of the four companions of the Prophet,1.0,SemSearch_LS-41,The four companions of the Prophet,1.0,SemSearch_LS-41,And four of them were,0.0013,SemSearch_LS-41,And the four messengers,0.0068
SemSearch_LS-42,twelve tribes or sons of Israel,1.0,SemSearch_LS-42,The    tribes of Israel,1.0,SemSearch_LS-42,The Twelve Tribes of Israel  or Sons,1.0,SemSearch_LS-42,Twelve tribes or the Israelites,1.0,SemSearch_LS-42,The twelve tribes  or sons of Israel,1.0,SemSearch_LS-42,The twelve tribes of Israel,1.0,SemSearch_LS-42,Twelve Tribes  or the Children of Israel,1.0,SemSearch_LS-42,The Twelve Tribes of Israel,1.0,SemSearch_LS-42,The twelve tribes or the children of Israel,1.0,SemSearch_LS-42,The twelve tribes of Israel  or sons  were to be called  the sons of the nations,1.0,SemSearch_LS-42,the twelve tribes or sons of Israel,1.0
SemSearch_LS-43,what books did paul of tarsus write?,0.0,SemSearch_LS-43,What is the book written by Barrow Darles,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul Tarso write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0,SemSearch_LS-43,What book did Paul of Tarsus write,0.0,SemSearch_LS-43,What writings did Paul of Tarsus write,0.0,SemSearch_LS-43,What books did Paul of Tarsus write,0.0
SemSearch_LS-44,what languages do they speak in afghanistan,1.0,SemSearch_LS-44,What languages do Afghans speak,1.0,SemSearch_LS-44,What language do they speak in Afghanistan,1.0,SemSearch_LS-44,What languages do they speak in Afghanistan,1.0,SemSearch_LS-44,What languages are spoken in Afghanistan,0.5,SemSearch_LS-44,what languages do they speak in Afghanistan,1.0,SemSearch_LS-44,What languages do they speak in Afghanistan,1.0,SemSearch_LS-44,What language is spoken in Afghanistan,0.5,SemSearch_LS-44,What language do they speak in Afghanistan,1.0,SemSearch_LS-44,What languages do they speak in Afghanistan,1.0,SemSearch_LS-44,What languages do they speak in Afghanistan,1.0
SemSearch_LS-46,where the British monarch is also head of state,0.3333,SemSearch_LS-46,The monarch of England is also the head of state,0.037,SemSearch_LS-46,The British monarch is also a nationalist,0.0105,SemSearch_LS-46,Where the British King is also head of state,0.0769,SemSearch_LS-46,The King of England is also the head of government,0.0083,SemSearch_LS-46,where the British monarch is also head of state,0.3333,SemSearch_LS-46,where the British monarch is also head of state,0.3333,SemSearch_LS-46,where the British monarch is also head of state,0.3333,SemSearch_LS-46,where the British monarch is also head of state,0.3333,SemSearch_LS-46,The King of England is also the head of state,0.0073,SemSearch_LS-46,where the king of England is also head of government,0.0051
SemSearch_LS-49,who invented the python programming language,1.0,SemSearch_LS-49,Python is a programming language,1.0,SemSearch_LS-49,The man who invented the Python programming language,1.0,SemSearch_LS-49,Who invented the Python programming language,1.0,SemSearch_LS-49,Who invented the Python programming language,1.0,SemSearch_LS-49,who invented the Python programming language,1.0,SemSearch_LS-49,Who invented the Python programming language,1.0,SemSearch_LS-49,Who invented the Python programming language,1.0,SemSearch_LS-49,who created the Python programming language,1.0,SemSearch_LS-49,The pioneer of the Python programming language,1.0,SemSearch_LS-49,who invented the Python programming language,1.0
SemSearch_LS-50,wonders of the ancient world,1.0,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,A miracle of the ancient world,0.0256,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,the wonders of the ancient world,1.0,SemSearch_LS-50,The Wonders of the Ancient World,1.0,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,The wonders of the ancient world,1.0,SemSearch_LS-50,wonders of the ancient world,1.0
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.2,TREC_Entity-1,The transportation company that makes phones,0.0323,TREC_Entity-1,BlackBerry is a telecommunications company that makes cell phones,0.0526,TREC_Entity-1,The carrier engines that BlackBerry makes phones for,0.1667,TREC_Entity-1,Barry built a cell phone lock,0.001,TREC_Entity-1,Operators that Blackberry makes phones for,0.3333,TREC_Entity-1,The carrier that Blackberry makes phones for,0.2,TREC_Entity-1,The carriers Blackberry makes phones for,0.2,TREC_Entity-1,The operator that Blackberry made the phone for,0.3333,TREC_Entity-1,Carriers that make Blackberry phones,0.2,TREC_Entity-1,The operators for whom Blackberry makes phones,0.3333
TREC_Entity-2,Winners of the ACM Athena award.,0.5,TREC_Entity-2,The winner of the ACM Athena Award,0.5,TREC_Entity-2,The ACM Athena Award winner,0.5,TREC_Entity-2,Winners of the Ecumenical Athena Prize,0.0476,TREC_Entity-2,The winners of the Athenian Prize of the ACM,0.0,TREC_Entity-2,The winners of the ACM Athena Award,0.5,TREC_Entity-2,Winner of the ACM Athena Award,0.5,TREC_Entity-2,The winners of the ACM Athena Awards,0.5,TREC_Entity-2,The winner of the ACM Athena Award,0.5,TREC_Entity-2,The ACM Athena Award winners,0.5,TREC_Entity-2,The winners of the ACM Athena Prize,0.5
TREC_Entity-4,Professional sports teams in Philadelphia.,0.5,TREC_Entity-4,The professional sports team in Philadelphia,0.5,TREC_Entity-4,Professional sports team in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports team in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5,TREC_Entity-4,Professional sports teams in Philadelphia,0.5
TREC_Entity-5,"Products of Medimmune, Inc.",1.0,TREC_Entity-5,The products of Medimnu,0.0,TREC_Entity-5,Products from Medimon  Inc,0.0,TREC_Entity-5,The products of Medimmune  Inc,1.0,TREC_Entity-5,The products of Medimmune  Inc,1.0,TREC_Entity-5,Products of Medimmune  Inc,1.0,TREC_Entity-5,Products of Medimmune  Inc,1.0,TREC_Entity-5,The products of Medimmune  Inc,1.0,TREC_Entity-5,The products of Medimmune  Inc,1.0,TREC_Entity-5,The products of Medimmune  Inc,1.0,TREC_Entity-5,Products of Medimmune  Inc,1.0
TREC_Entity-6,Organizations that award Nobel prizes.,1.0,TREC_Entity-6,The organization that awards the awards,0.0012,TREC_Entity-6,The Nobel Prize winning organizations,1.0,TREC_Entity-6,The organizations that award the Nobel Prize,1.0,TREC_Entity-6,The organizations that award the Nobel Prize,1.0,TREC_Entity-6,The organizations that awarded Nobel Prizes,1.0,TREC_Entity-6,The organizations that award Nobel Prizes,1.0,TREC_Entity-6,The organizations that award the Nobel Prizes,1.0,TREC_Entity-6,The organization that awards the Nobel Prize,1.0,TREC_Entity-6,The Nobel Prize winning organizations,1.0,TREC_Entity-6,The Nobel Prize winning organizations,1.0
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.1111,TREC_Entity-7,The airline that currently operates the Boeing    s,0.1667,TREC_Entity-7,The airline that currently operates Boeing     aircraft,0.0909,TREC_Entity-7,Airlines currently using Boeing    s,0.25,TREC_Entity-7,Airlines that already use Boeing    s,0.125,TREC_Entity-7,Airlines currently using Boeing     aircraft,0.0769,TREC_Entity-7,Airlines currently operating Boeing,0.2,TREC_Entity-7,Airlines that currently use Boeing    s,0.25,TREC_Entity-7,Airlines currently operating Boeing,0.2,TREC_Entity-7,Airlines currently operating Boeing     aircraft,0.0909,TREC_Entity-7,Airlines that currently operate Boeing     aircraft,0.0909
TREC_Entity-9,Members of The Beaux Arts Trio.,1.0,TREC_Entity-9,Members of the art team,0.0013,TREC_Entity-9,A member of the View Art Trio,0.5,TREC_Entity-9,Members of the Fine Arts Trilogy,0.0,TREC_Entity-9,Members of the Fine Arts Group,0.0,TREC_Entity-9,Members of the Beaux Arts trio,1.0,TREC_Entity-9,Members of the Beaux Arts Trio,1.0,TREC_Entity-9,The members of the Boxing Arts trio,1.0,TREC_Entity-9,Member of the Beaux Arts Trio,1.0,TREC_Entity-9,They re members of the Peaks Arts Trio,0.1667,TREC_Entity-9,Members of the Beaux Arts Trio,1.0
TREC_Entity-10,Campuses of Indiana University.,0.5,TREC_Entity-10,The campus of Indiana University,1.0,TREC_Entity-10,The Indiana University campus,1.0,TREC_Entity-10,The Indiana campus,1.0,TREC_Entity-10,Indiana University is a great place to be,0.0833,TREC_Entity-10,The campuses of Indiana University,0.5,TREC_Entity-10,The colleges of Indiana,0.0625,TREC_Entity-10,The Indiana University campus,1.0,TREC_Entity-10,The Indiana campus,1.0,TREC_Entity-10,The campuses of Indiana University,0.5,TREC_Entity-10,The facilities of the University of Indiana,0.3333
TREC_Entity-11,Donors to the Home Depot Foundation.,0.5,TREC_Entity-11,The donors are the Home Depot Foundation,0.5,TREC_Entity-11,Donors to the Home Depot Foundation,0.5,TREC_Entity-11,Donated to the Home Depot,0.1667,TREC_Entity-11,Donors of the Home Depot Foundation,0.5,TREC_Entity-11,Donors to the Home Depot Foundation,0.5,TREC_Entity-11,Donated to the Home Depot Foundation,0.5,TREC_Entity-11,Donors from the Home Depot,0.5,TREC_Entity-11,Delivery to the Home Depot Foundation,1.0,TREC_Entity-11,They donate to the Home Depot Foundation,0.5,TREC_Entity-11,Donors to the Home Depot Foundation Hospital,0.1429
TREC_Entity-12,Airlines that Air Canada has code share flights with.,0.037,TREC_Entity-12,Airlines  Canadian Airlines  and other airlines have shared flights,0.0182,TREC_Entity-12,Air Canada is a code sharing airline,1.0,TREC_Entity-12,Air Canada has a joint flight code with Air Canada,0.2,TREC_Entity-12,Airlines with which Air Canada has joint flights,0.0714,TREC_Entity-12,Airlines with which Air Canada shares flights,0.0833,TREC_Entity-12,Airlines with which Air Canada has code sharing flights,0.0303,TREC_Entity-12,Airlines with which Air Canada has code swap flights,0.0385,TREC_Entity-12,The airline that Air Canada has flights with the code,0.0588,TREC_Entity-12,Air Canada will operate flights together,0.037,TREC_Entity-12,Airlines with which Air Canada has a codeshare flight,0.0455
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.5,TREC_Entity-14,The author won the Anthony Award at Bushcon in,0.0455,TREC_Entity-14,The authors won the Anthony Award at the      Buchanan,0.0227,TREC_Entity-14,The authors awarded the Anthony Prize at the Buchirkone in,0.0156,TREC_Entity-14,The writers received the Anthony Award at Bouchercan in,0.0357,TREC_Entity-14,The authors received an Anthony Award at the Bouchercon in,1.0,TREC_Entity-14,The authors were awarded an Anthony Award at the Bouchercon in,1.0,TREC_Entity-14,The authors awarded the Anthony Award at the Buchercon in,1.0,TREC_Entity-14,The author was awarded the Anthony Award at the Bouchercon in,1.0,TREC_Entity-14,In      the teachers awarded the Anthony Award at Bucharest,0.0333,TREC_Entity-14,The writers were awarded the Anthony Award at Bouchercon in,0.2
TREC_Entity-15,Universities that are members of the SEC conference for football.,0.5,TREC_Entity-15,The College Football is a member of the SEC,1.0,TREC_Entity-15,College is a member of the SEC Conference on Football,1.0,TREC_Entity-15,The universities that are members of the SEC football conference,0.5,TREC_Entity-15,The member universities of the CCC Football Conference,0.0147,TREC_Entity-15,Universities that are members of the SEC Conference for Football,0.5,TREC_Entity-15,Universities that are members of the SEC Football Conference,0.5,TREC_Entity-15,Universities that are members of the SEC Football Conference,0.5,TREC_Entity-15,The university is a member of the SEC Conference for football,0.5,TREC_Entity-15,Universities that are members of the SEC Conference for Football,0.5,TREC_Entity-15,Universities that are members of the SEC Conference for football,0.5
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,TREC_Entity-16,The sponsors of the Manchu Festival,0.0,TREC_Entity-16,Sponsor of the Mancuso Cult Festival,0.0,TREC_Entity-16,The patrons of the Mancuso Festivals,0.0,TREC_Entity-16,The sponsors of the Mancuso Festival,0.0,TREC_Entity-16,The sponsors of the Mancuso cover festival,0.0,TREC_Entity-16,Sponsors of the Mancuso festivals,0.0,TREC_Entity-16,The sponsors of the Mancuso Festival,0.0,TREC_Entity-16,The terrorist of the Mancuso festival patron,0.0,TREC_Entity-16,The sponsors of the Mansoos Quit Festivals,0.0,TREC_Entity-16,The defenders of the Mancuso festival,0.0
TREC_Entity-17,Chefs with a show on the Food Network.,0.5,TREC_Entity-17,Teachers perform on food networks,0.3333,TREC_Entity-17,The chefs doing the show on the food network,1.0,TREC_Entity-17,Chefs with a program on the food network,1.0,TREC_Entity-17,Cook with a program on the food network,0.3333,TREC_Entity-17,Chefs with a show on the Food Network,0.5,TREC_Entity-17,Kitcheners with a show on the Food Network,1.0,TREC_Entity-17,The chefs from the Food Network show,0.5,TREC_Entity-17,Chef with a show on the Food Network,0.5,TREC_Entity-17,The chefs with a show on the food network,0.5,TREC_Entity-17,Cook and show on Food Network,1.0
TREC_Entity-18,Members of the band Jefferson Airplane.,1.0,TREC_Entity-18,The class member was Jefferson Airplane,1.0,TREC_Entity-18,The band Jefferson Airplane members,1.0,TREC_Entity-18,Members of Jefferson s crew are flying,0.0556,TREC_Entity-18,Members of the Jefferson Airplane Group,1.0,TREC_Entity-18,The members of the Jefferson Airplane group,1.0,TREC_Entity-18,Members of the band Jefferson Airplane,1.0,TREC_Entity-18,They re members of the Jefferson Airplane,1.0,TREC_Entity-18,Member of the Jefferson Airplane,1.0,TREC_Entity-18,They were members of the Jefferson Airplane Band,1.0,TREC_Entity-18,Members of the Jefferson Airplane band,1.0
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.3333,TREC_Entity-19,John Hennessey is on the board,0.2,TREC_Entity-19,John Henshey is on the board of directors of the companies,0.0,TREC_Entity-19,Companies where John Hennessy is on the board of directors,0.0102,TREC_Entity-19,Companies John Hensley serves on the board of directors,0.0,TREC_Entity-19,Companies of which John Hennessey is a member of the Board of Directors,0.3333,TREC_Entity-19,A company headed by John Hennessey,1.0,TREC_Entity-19,Companies where John Hennessy serves on the board of directors,0.0034,TREC_Entity-19,A company where John Hennessey serves on the board of directors,0.1667,TREC_Entity-19,Companies serving on the Executive Board of John Henssey,0.0,TREC_Entity-19,Companies in which John Hennessey serves on the board,0.3333
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,1.0,TREC_Entity-20,Whiskey distillery on Islay Island,1.0,TREC_Entity-20,Scotch whisky distillery on the Isle of Islay,1.0,TREC_Entity-20,Scotch whiskey factories on Islay Island,1.0,TREC_Entity-20,Scotch whiskey handlers on the Isle of Islay,1.0,TREC_Entity-20,Scotch whisky distilleries on the Isle of Islay,1.0,TREC_Entity-20,Scottish whisky distilleries on the Isle of Islay,1.0,TREC_Entity-20,Scotch whisky distilleries on the Isle of Islay,1.0,TREC_Entity-20,Scottish whisky distillery on the Isle of Islay,1.0,TREC_Entity-20,Scotch whisky whisky on the island of Islay whisky raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw raw,0.0,TREC_Entity-20,Scotch brush killers on the island of Islay,1.0
